beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Schiehallion,Harviestoun Brewery,Lager - Pale,4.8,0,Would happily have this again.,Winchmore Hill,London,Greater London,United Kingdom,51.633,-0.101397,3.75,10/09/2018 00:19,https://untappd.com/c/650176101,https://untappd.com/beer/8899,https://untappd.com/brewery/638,Scotland,Alva,Clackmannanshire,"fruity,hoppy",Winchmore Hill,Bottle,650176101,8899,638,https://untappd.s3.amazonaws.com/photos/2018_09_09/4948f3c5567b965a82de95d3ad023a4f_raw.jpg,3.43,3.44,,0,0
A•W18 Brewed All Season Helles,Cloudwater Brew Co.,Lager - Helles,4.8,0,A lovely lager.,73 Enid Street | Cloudwater London,London,Greater London,United Kingdom,51.4977,-0.0726139,3.75,01/01/2019 19:05,https://untappd.com/c/696600784,https://untappd.com/beer/2926753,https://untappd.com/brewery/189896,England,Manchester,Greater Manchester,"malty,crisp",73 Enid Street | Cloudwater London,Draft,696600784,2926753,189896,https://untappd.s3.amazonaws.com/photos/2019_01_01/81d265c96c5e3cd9abd55abb5613d9f1_raw.jpg,3.47,3.5,,0,0
Witbier,The Kernel Brewery,Witbier,4.8,0,"Scrapes to a 4. I was hoping for bigger wit flavours, but still very nice.",Speldhurst,,,United Kingdom,51.1525,0.21368,4,22/01/2019 18:57,https://untappd.com/c/703865950,https://untappd.com/beer/2744920,https://untappd.com/brewery/3376,England,London Borough of Southwark,London,smooth,The Kernel Brewery,Bottle,703865950,2744920,3376,https://untappd.s3.amazonaws.com/photos/2019_01_22/516cd4b3105297fe048d0571f976a53a_raw.jpg,3.38,3.47,,0,0
Ceviche - Dry Hopped Wit Bier With Lime & Coriander,Table,Witbier,4.8,15,Love the dry-hopping and the lime works well. Stands out from the crowd a little.,Speldhurst,,,United Kingdom,51.1525,0.21368,4.25,22/01/2019 19:01,https://untappd.com/c/703866784,https://untappd.com/beer/2864647,https://untappd.com/brewery/407707,Scotland,New Town,City of Edinburgh,"sharp,acidic,Lime",,Bottle,703866784,2864647,407707,https://untappd.s3.amazonaws.com/photos/2019_01_22/e9e7ac198763c5b1cb66606de7c560bc_raw.jpg,3.29,3.32,,1,0
UFO Hefeweizen,Harpoon Brewery,Hefeweizen,4.8,18,Citrus and light.,Sudbury Hill,,,United Kingdom,51.5571,-0.334599,3.5,26/03/2019 08:51,https://untappd.com/c/728490188,https://untappd.com/beer/6721,https://untappd.com/brewery/634,United States,Boston,MA,"clean,light,smooth",,Can,728490188,6721,634,https://untappd.s3.amazonaws.com/photos/2019_03_26/dc1b132efa3e1d329c6962587dda2b27_raw.jpg,3.44,3.44,,2,0
Keller Pils,Lost And Grounded Brewers,Kellerbier / Zwickelbier,4.8,34,Crisp and moreish. Full of flavour.,Sudbury Hill,,,United Kingdom,51.5571,-0.334599,3.5,27/03/2019 07:12,https://untappd.com/c/728730678,https://untappd.com/beer/1702015,https://untappd.com/brewery/292126,England,Bristol,City of Bristol,,,Bottle,728730678,1702015,292126,,3.45,3.45,,0,0
LARGER,40FT Brewery & Taproom,Kölsch,4.8,0,A nice lager on a hot day.,Kensal Green,"London Borough of Brent, Greater London",Greater London,United Kingdom,51.5315,-0.227025,3.5,29/09/2019 08:55,https://untappd.com/c/811096041,https://untappd.com/beer/1076259,https://untappd.com/brewery/202943,England,City of London,England,clean,,Can,811096041,1076259,202943,https://untappd.s3.amazonaws.com/photos/2019_09_29/f49b5cb8df1b08bf91a849fdcee141ae_raw.jpg,3.35,3.4,,0,0
Going Out Stout,Siren Craft Brew,Stout - Other,4.8,0,"Interesting raspberry and roasted malt, but not sure it works entirely.",The Draft House Hammersmith,London,Greater London,United Kingdom,51.4942,-0.224121,3.25,24/02/2020 23:56,https://untappd.com/c/870891053,https://untappd.com/beer/3548694,https://untappd.com/brewery/55184,England,Wokingham,Berkshire,"raspberry,bitter",The Draft House Hammersmith,Cask,870891053,3548694,55184,https://untappd.s3.amazonaws.com/photos/2020_02_24/d30a67241ae75eec3103905f48e48155_raw.jpg,3.41,3.47,,0,0
The German Kraft Pale,Anspach & Hobday,Pale Ale - International,4.8,0,Bitter.,Mercato Metropolitano Mayfair,London,Greater London,United Kingdom,51.5131,-0.153365,2.75,01/03/2020 00:35,https://untappd.com/c/872934927,https://untappd.com/beer/3534509,https://untappd.com/brewery/56290,England,London,Bermondsey,"hoppy,bitter",German Kraft Mayfair,Draft,872934927,3534509,56290,https://untappd.s3.amazonaws.com/photos/2020_03_01/1b5541e40fb2b0d6be77dae3be8aee67_raw.jpg,3.75,3.67,,0,0
Anker Stout,PT Delta Djakarta Tbk,Stout - Other,4.84,0,,,,,,,,3,31/07/2017 21:46,https://untappd.com/c/485266763,https://untappd.com/beer/7185,https://untappd.com/brewery/5543,Indonesia,Bekasi,Jawa Barat,malty,Coffeebeerian,Bottle,485266763,7185,5543,https://untappd.s3.amazonaws.com/photo/2017_07_31/4b20318d8a2540c9f1c35061365353a6_raw.jpg,2.89,3.03,,0,0
König Pilsener,König Brauerei,Pilsner - German,4.9,32,,The Euston Tap,London,Greater London,United Kingdom,51.527,-0.132531,3.5,09/08/2014 23:10,https://untappd.com/c/106111959,https://untappd.com/beer/7521,https://untappd.com/brewery/106179,Germany,Duisburg,Nordrhein-Westfalen,,,,106111959,7521,106179,,3.12,3.12,,0,0
Paulaner Original Münchner Hell / Premium Lager / Munich Lager,Paulaner Brauerei,Lager - Helles,4.9,20,,Jetlag Sports Bar,Fitzrovia,Greater London,United Kingdom,51.5222,-0.140966,3.5,23/11/2014 17:37,https://untappd.com/c/131917707,https://untappd.com/beer/3235,https://untappd.com/brewery/972,Germany,Munich,Bayern,,,,131917707,3235,972,https://untappd.s3.amazonaws.com/photo/2014_11_23/45ecec9b60b2b09c2025277426fc70cc_raw.jpg,3.43,3.43,,0,0
Bière De Saison,The Kernel Brewery,Farmhouse Ale - Saison,4.9,0,Keg,The Craft Beer Co.,Covent Garden,Greater London,United Kingdom,51.5158,-0.126193,4,02/01/2015 19:02,https://untappd.com/c/143468531,https://untappd.com/beer/1060974,https://untappd.com/brewery/3376,England,London Borough of Southwark,London,,,,143468531,1060974,3376,https://untappd.s3.amazonaws.com/photo/2015_01_02/fdfe05bb30b996bebe87aa10a5f3ddc1_raw.jpg,3.6,3.6,,1,0
Hoegaarden Wit / Blanche,Brouwerij Hoegaarden,Witbier,4.9,15,,,,,,,,4,17/01/2015 22:13,https://untappd.com/c/147339324,https://untappd.com/beer/6422,https://untappd.com/brewery/302,Belgium,Hoegaarden,Vlaanderen,,,,147339324,6422,302,https://untappd.s3.amazonaws.com/photo/2015_01_17/ac0d7a80420696575339db7f8fc80a94_raw.jpg,3.57,3.57,,0,0
Beck's,Brauerei Beck,Pilsner - German,4.9,21,,Miller & Carter,Bexley,Greater London,United Kingdom,51.4481,0.160431,2.5,23/01/2015 21:11,https://untappd.com/c/148763743,https://untappd.com/beer/6870,https://untappd.com/brewery/95,Germany,Neustadt,Bremen,,,,148763743,6870,95,,2.93,2.93,,0,0
Anchor Steam Beer,Anchor Brewing Company,California Common,4.9,33,,,,,,,,4,20/02/2015 22:35,https://untappd.com/c/156530807,https://untappd.com/beer/6204,https://untappd.com/brewery/3891,United States,San Francisco,CA,,,,156530807,6204,3891,https://untappd.s3.amazonaws.com/photo/2015_02_20/838a066a836f90bdc2f9ba01c20e34db_raw.jpg,3.49,3.49,,0,0
Citra IPA,Marks & Spencer,IPA - American,4.9,0,,,,,,,,4,28/02/2015 19:39,https://untappd.com/c/158855434,https://untappd.com/beer/342455,https://untappd.com/brewery/242395,England,City of London,London,,,,158855434,342455,242395,https://untappd.s3.amazonaws.com/photo/2015_02_28/0ea5e0dc70006b67cb33c46d32ba6acc_raw.jpg,3.58,3.58,,0,0
Beck's,Brauerei Beck,Pilsner - German,4.9,21,,Leez Priory,,,United Kingdom,51.8395,0.467469,1.25,17/05/2015 15:58,https://untappd.com/c/183525886,https://untappd.com/beer/6870,https://untappd.com/brewery/95,Germany,Neustadt,Bremen,,,,183525886,6870,95,,2.93,2.93,,0,0
Sapporo Premium Beer,Sapporo Breweries,Lager - Pale,4.9,18,,,,,,,,3.5,27/06/2015 22:13,https://untappd.com/c/197444141,https://untappd.com/beer/17636,https://untappd.com/brewery/4779,Japan,Shibuya-ku,Tokyo,,,,197444141,17636,4779,https://untappd.s3.amazonaws.com/photo/2015_06_27/b3f0f3a0fbcd2b3bd76824db29de6d75_raw.jpg,3.16,3.16,,0,0
Stella Artois Black,Stella Artois,Lager - Dark,4.9,0,,,,,,,,3.5,03/07/2015 17:12,https://untappd.com/c/199269776,https://untappd.com/beer/8651,https://untappd.com/brewery/265,Belgium,Leuven,Vlaanderen,,,,199269776,8651,265,https://untappd.s3.amazonaws.com/photo/2015_07_03/1576d0ffe5d608d14e08327b856b3a74_raw.jpg,3.21,3.25,,0,0
Hoegaarden Wit / Blanche,Brouwerij Hoegaarden,Witbier,4.9,15,Draft,,,,,,,3.75,13/07/2015 18:24,https://untappd.com/c/203074290,https://untappd.com/beer/6422,https://untappd.com/brewery/302,Belgium,Hoegaarden,Vlaanderen,,,,203074290,6422,302,https://untappd.s3.amazonaws.com/photo/2015_07_13/665eab27072ce0692cca28cf3859b64b_raw.jpg,3.57,3.57,,0,0
Quilmes Cristal,Cervecería y Maltería Quilmes,Lager - American,4.9,12,Bottle,Emmi,Cheshunt,Hertfordshire,United Kingdom,51.7018,-0.0348251,2.75,15/07/2015 22:55,https://untappd.com/c/203608280,https://untappd.com/beer/9268,https://untappd.com/brewery/5415,Argentina,Quilmes,Buenos Aires,,,,203608280,9268,5415,https://untappd.s3.amazonaws.com/photo/2015_07_15/69677f91ecf35af081d5f45f7c4bfa4f_raw.jpg,2.93,2.93,,0,0
Phuchsia,London Brewing Co,Sour - Berliner Weisse,4.9,0,Keg,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,3.5,25/07/2015 20:04,https://untappd.com/c/207222180,https://untappd.com/beer/1160402,https://untappd.com/brewery/17845,England,North Finchley,Greater London,,,,207222180,1160402,17845,https://untappd.s3.amazonaws.com/photo/2015_07_25/2e7cdf521c24e0bc92c66093588acc41_raw.jpg,3.63,3.64,,1,0
American Pale Ale,London Brewing Co,Pale Ale - American,4.9,0,,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,4,25/07/2015 20:07,https://untappd.com/c/207224387,https://untappd.com/beer/1126937,https://untappd.com/brewery/17845,England,North Finchley,Greater London,,,,207224387,1126937,17845,,3.4,3.65,,1,0
Anchor California Lager,Anchor Brewing Company,Lager - Pale,4.9,19,This is how lager should be!,,,,,,,4.5,12/09/2015 20:27,https://untappd.com/c/224393520,https://untappd.com/beer/305204,https://untappd.com/brewery/3891,United States,San Francisco,CA,,,,224393520,305204,3891,https://untappd.s3.amazonaws.com/photo/2015_09_12/c1f2b9e6ea4f1d041f35b20d042249a4_raw.jpg,3.39,3.4,,0,0
Ginger Pale,London Brewing Co,Ginger Beer,4.9,0,,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,3.25,04/10/2015 08:34,https://untappd.com/c/231896421,https://untappd.com/beer/458590,https://untappd.com/brewery/17845,England,North Finchley,Greater London,,,,231896421,458590,17845,https://untappd.s3.amazonaws.com/photo/2015_10_04/4aae7fa7265e0d997ef6ed7a765d195b_raw.jpg,3.3,3.62,,0,0
Bira 91 Blonde,Bira 91,Lager - Pale,4.9,21,"Wow, very unexpected. Nice lager base but with a big sour/bitter punch from the hops. Awesome",The Beer Cafe,New Delhi,Delhi,India,28.5417,77.1554,4.75,11/12/2015 16:17,https://untappd.com/c/254106623,https://untappd.com/beer/981756,https://untappd.com/brewery/183596,India,New York,NY,,,,254106623,981756,183596,https://untappd.s3.amazonaws.com/photo/2015_12_11/56db4ec89ff44f70043051522368f9ed_raw.jpg,3.11,3.14,,2,0
'na Biretta Chiara,Birradamare,Lager - Pale,4.9,44,Great bitter finish on this one,Prezzo,Enfield,Greater London,United Kingdom,51.6522,-0.0812399,4.25,17/01/2016 00:36,https://untappd.com/c/267640659,https://untappd.com/beer/86786,https://untappd.com/brewery/17081,Italy,Fiumicino,Lazio,,,,267640659,86786,17081,https://untappd.s3.amazonaws.com/photo/2016_01_17/e51a6c0219496855570e3a308ee2903e_raw.jpg,3.29,3.33,,1,0
Plum Porter,Titanic Brewery,Porter - English,4.9,30,Lovely plum and not too rich,,,,,,,4.5,08/02/2016 18:38,https://untappd.com/c/275515186,https://untappd.com/beer/31231,https://untappd.com/brewery/1709,England,Burslem,Staffordshire,,,,275515186,31231,1709,https://untappd.s3.amazonaws.com/photo/2016_02_08/c53e27a38c1af65e6bfbcff9386d799d_raw.jpg,3.89,3.88,,0,0
Cafe' Amarelo,London Brewing Co,IPA - American,4.9,45,Coffee beer! Really good. Big up LBC as usual,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,4.25,05/04/2016 20:21,https://untappd.com/c/296217796,https://untappd.com/beer/1468146,https://untappd.com/brewery/17845,England,North Finchley,Greater London,,,,296217796,1468146,17845,https://untappd.s3.amazonaws.com/photo/2016_04_05/178a649c010ad7ea28d5a0a4acc59b8e_raw.jpg,3.65,3.64,,1,0
Black Forest,Vibrant Forest Brewery,Porter - English,4.9,32,Lovely tan head but English porters aren't really my thing,Turnford,Broxbourne,Hertfordshire,United Kingdom,51.7283,-0.0245209,2.25,28/07/2016 17:38,https://untappd.com/c/341281311,https://untappd.com/beer/244517,https://untappd.com/brewery/22837,England,Lymington,Hampshire,,,,341281311,244517,22837,https://untappd.s3.amazonaws.com/photo/2016_07_28/e5826176b867e2848ff748f888f7d113_raw.jpg,3.66,3.66,,0,0
Gigglemug,London Brewing Co,Pale Ale - American,4.9,0,I've had 27 beers from this brewery and the standard is very high. Real talent and imagination going on,Bohemia Bar,North Finchley,Greater London,United Kingdom,51.6153,-0.176607,4,11/09/2016 13:48,https://untappd.com/c/359383936,https://untappd.com/beer/1179547,https://untappd.com/brewery/17845,England,North Finchley,Greater London,,,,359383936,1179547,17845,https://untappd.s3.amazonaws.com/photo/2016_09_11/8116e19011b766d79f038596bb5104cf_raw.jpg,3.47,3.52,,1,1
Albens Apple & Mango,PT Indosarnia,Cider - Other Fruit,4.9,0,"Garlic on my palate from meal a few hours before. Nice, but very subtle mango",Penang,Singapore,,Singapore,1.28642,103.823,3.5,06/02/2017 08:56,https://untappd.com/c/414414621,https://untappd.com/beer/1008267,https://untappd.com/brewery/43486,Indonesia,Jembrana,Bali,,,,414414621,1008267,43486,https://untappd.s3.amazonaws.com/photo/2017_02_06/e34c6581aedd9e1a561227b67e128ba7_raw.jpg,3.13,3.3,,0,0
Saigon Export,Sabeco,Lager - Pale,4.9,0,Bland,Tp. Hồ Chí Minh,,Thành phố Hồ Chí Minh,Việt Nam,10.7752,106.691,2,10/02/2017 11:18,https://untappd.com/c/415434953,https://untappd.com/beer/8955,https://untappd.com/brewery/4640,Vietnam,Ho Chi Minh City,Ho Chi Minh,,,,415434953,8955,4640,https://untappd.s3.amazonaws.com/photo/2017_02_10/de4d379cff28855c717325d1e21a8691_raw.jpg,2.81,2.82,,1,0
Saigon Special,Sabeco,Lager - Pale,4.9,0,Insulting. Couldn't even finish it. At least it was only about 80p,Royal Saigon Restaurant,Thành phố Hồ Chí Minh,Thành phố Hồ Chí Minh,Việt Nam,10.766,106.691,0.5,11/02/2017 09:51,https://untappd.com/c/415854578,https://untappd.com/beer/17357,https://untappd.com/brewery/4640,Vietnam,Ho Chi Minh City,Ho Chi Minh,,,,415854578,17357,4640,https://untappd.s3.amazonaws.com/photo/2017_02_11/6f019efb6244711da68772a655959dfb_raw.jpg,2.84,2.86,,1,0
Yuzberg Weissbier (Юзберг Пшеничное),Suzdal Brewery (Суздальская Пивоварня),Hefeweizen,4.9,14,Nice hefe,,,,,,,3.75,21/05/2017 23:54,https://untappd.com/c/455294663,https://untappd.com/beer/344165,https://untappd.com/brewery/60711,Russia,Чириково,Владимирская область,"aromatic,banana,carbonated",salavat,Bottle,455294663,344165,60711,https://untappd.s3.amazonaws.com/photo/2017_05_21/e53569d16e208613f0dcb0db9d7aca24_raw.jpg,3.52,3.54,,0,0
Trifon Leningrad Band (Трифон Leningrad Band),Vyatich (Вятич),Pilsner - Other,4.9,33,"Some people will probably love this, but it's too bitter for me.",,,,,,,2.75,28/05/2017 09:57,https://untappd.com/c/458065009,https://untappd.com/beer/1943677,https://untappd.com/brewery/30700,Russia,Kirov,Кировская область,bitter,salavat,Bottle,458065009,1943677,30700,https://untappd.s3.amazonaws.com/photo/2017_05_28/70c23e553e52a2761a772fa094a2b2a7_raw.jpg,2.6,2.86,,0,0
Cruiser Pale Ale,Amsterdam Brewing Company (Canada),Pale Ale - American,4.9,39,,,,,,,,3.5,12/06/2017 21:38,https://untappd.com/c/464578005,https://untappd.com/beer/770923,https://untappd.com/brewery/3088,Canada,Toronto,ON,"light,hoppy",Amsterdam Brewhouse,Draft,464578005,770923,3088,https://untappd.s3.amazonaws.com/photo/2017_06_13/fb7a6a3204c8ebbd35b8dc51e743a09b_raw.jpg,3.58,3.58,,0,0
Tropic of Passion,Concrete Beach Brewery,Wheat Beer - American Pale Wheat,4.9,0,,Concrete Beach Brewery,Miami,FL,United States,25.8003,-80.2009,4.25,18/06/2017 07:08,https://untappd.com/c/466833297,https://untappd.com/beer/1105188,https://untappd.com/brewery/152818,United States,Miami,FL,"fruity,sour,tart",,Draft,466833297,1105188,152818,https://untappd.s3.amazonaws.com/photo/2017_06_18/e815495a9fa59f6bbeb05b4e40d50b44_raw.jpg,3.69,3.69,,0,0
Hoppy Wheat,Zmajska Pivovara,Wheat Beer - American Pale Wheat,4.9,35,,,,,,,,3.75,14/07/2017 09:14,https://untappd.com/c/477544841,https://untappd.com/beer/1654494,https://untappd.com/brewery/151292,Croatia,Zagreb,City of Zagreb,hoppy,Glam Cafe,Bottle,477544841,1654494,151292,https://untappd.s3.amazonaws.com/photo/2017_07_14/52cbda207e6cd67db1bfee9ba63c358f_raw.jpg,3.61,3.61,,0,0
Laško Zlatorog,Pivovarna Laško,Lager - Euro Pale,4.9,0,Enjoyed this. Better than the usual crap,,,,,,,3.25,14/07/2017 15:32,https://untappd.com/c/477566205,https://untappd.com/beer/373821,https://untappd.com/brewery/1959,Slovenia,Laško,Savinja Statistical Region,"light,sweet,smooth",Madonna Restaurant,Draft,477566205,373821,1959,https://untappd.s3.amazonaws.com/photo/2017_07_14/abf1b756df27d42fdfb2f50d77298220_raw.jpg,2.94,2.95,,0,0
Albens Apple & Strawberry,PT Indosarnia,Cider - Other Fruit,4.9,0,"Not too sweet, which is good.",Beer & Co Bali,Bali,Bali,Indonesia,-8.7156,115.174,3.75,03/08/2017 13:48,https://untappd.com/c/486111295,https://untappd.com/beer/980073,https://untappd.com/brewery/43486,Indonesia,Jembrana,Bali,"fruity,strawberry",,Bottle,486111295,980073,43486,https://untappd.s3.amazonaws.com/photo/2017_08_03/54b7e1bbb8cc75c547de4cf036312228_raw.jpg,2.93,3.25,,0,0
Bali Hai,PT Bali Hai Brewery,Lager - Pale,4.9,0,Weird/bad,,,,,,,1.5,04/08/2017 08:49,https://untappd.com/c/486423732,https://untappd.com/beer/20047,https://untappd.com/brewery/3560,Indonesia,Bekasi,Jawa Barat,"light,sweet",Skybar,Bottle,486423732,20047,3560,https://untappd.s3.amazonaws.com/photo/2017_08_04/1f2fbb0233ed1d0c3806586878c21713_raw.jpg,2.75,2.78,,0,0
Albens Cider,PT Indosarnia,Cider - Sweet,4.9,0,Nicely done,,,,,,,4,04/08/2017 08:54,https://untappd.com/c/486427014,https://untappd.com/beer/252759,https://untappd.com/brewery/43486,Indonesia,Jembrana,Bali,"fruity,sweet,apple",Potato Head Beach Club,Bottle,486427014,252759,43486,,3.08,3.21,,0,0
Bayreuther Hell,Bayreuther Bierbrauerei,Lager - Helles,4.9,17,,Turandot (Турандот),Москва,Москва,Россия,55.7631,37.6045,3,27/12/2017 00:22,https://untappd.com/c/543445907,https://untappd.com/beer/116296,https://untappd.com/brewery/11687,Germany,Bayreuth,Bayern,,Turandot (Турандот),Draft,543445907,116296,11687,https://untappd.s3.amazonaws.com/photo/2017_12_26/f8536b387c42211c4d8ddf698ce6d59d_raw.jpg,3.51,3.51,,0,0
Staburags Baltais,Lāčplēsis,Witbier,4.9,12,"Bubblegum, banana and citrus. This stands out from the crowd. Latvian craft beer bitches.",Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,4.5,23/02/2018 22:41,https://untappd.com/c/565100329,https://untappd.com/beer/1977456,https://untappd.com/brewery/14914,Latvia,Liepāja,Kurzeme,"lemony,fruity,sweet",,Can,565100329,1977456,14914,https://untappd.s3.amazonaws.com/photos/2018_02_23/13749ca4593c9b768c15bfb0a657bc97_raw.jpg,3.11,3.16,,1,0
Schwaben Bräu Das Schwarze,Dinkelacker-Schwaben Bräu,Schwarzbier,4.9,0,"Not bad, but a little watery and a slight metallic aftertaste.",Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,3.25,31/03/2018 23:38,https://untappd.com/c/579754684,https://untappd.com/beer/581,https://untappd.com/brewery/451,Germany,Stuttgart,Baden-Württemberg,"light,smooth",Port Baku Mall,Bottle,579754684,581,451,https://untappd.s3.amazonaws.com/photos/2018_03_31/87996b8a3d62e1d22fd54e398d311948_raw.jpg,3.39,3.4,,0,0
Hamovniki Kabinet (Хамовники Кабинетъ),Moscow Brewing Company (Московская Пивоваренная Компания),Red Ale - American Amber / Red,4.9,0,Great nose on this but then let down a little by being a bit thin.,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,3.5,11/04/2018 23:16,https://untappd.com/c/584171480,https://untappd.com/beer/1467467,https://untappd.com/brewery/7165,Russia,Mytishchi,Московская область,,,Bottle,584171480,1467467,7165,https://untappd.s3.amazonaws.com/photos/2018_04_11/614b64bcc7d031811cbda5af58de4ff9_raw.jpg,3.33,3.41,,1,0
Zhiguli Barnoe (Жигули Барное),Moscow Brewing Company (Московская Пивоваренная Компания),Lager - Pale,4.9,20,Standard stuff.,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,2.75,21/05/2018 22:30,https://untappd.com/c/601370992,https://untappd.com/beer/26210,https://untappd.com/brewery/7165,Russia,Mytishchi,Московская область,"malty,light,smooth",Bravo,Bottle,601370992,26210,7165,https://untappd.s3.amazonaws.com/photos/2018_05_21/ccfb27d4071ff15454be201ff514b30d_raw.jpg,2.96,2.97,,2,0
Three Hills Original Ale (Трехгорное Оригинальный Эль),Moscow Brewing Company (Московская Пивоваренная Компания),English Bitter,4.9,27,Lager and faint hop aromas are coming through. Tastes kinda like an average pale/blonde ale. Boozy and slightly bitter finish.,Hazi Aslanov,Bakı,Baki,Azərbaycan,40.3754,49.9312,3,26/05/2018 08:27,https://untappd.com/c/603011283,https://untappd.com/beer/819604,https://untappd.com/brewery/7165,Russia,Mytishchi,Московская область,hoppy,,Bottle,603011283,819604,7165,https://untappd.s3.amazonaws.com/photos/2018_05_26/6bc0fd0b0c04710fee0a4c614740878d_raw.jpg,2.99,3.03,,0,0
Hoegaarden Wit / Blanche,Brouwerij Hoegaarden,Witbier,4.9,15,I like this more each time I try it. More spice and bread on the nose than a typical wit. Stays nice even as it warms a bit.,Beer Hall,Bakı,Baki,Azərbaycan,40.3838,49.8229,4.25,27/05/2018 10:26,https://untappd.com/c/603811023,https://untappd.com/beer/6422,https://untappd.com/brewery/302,Belgium,Hoegaarden,Vlaanderen,smooth,Beer Hall,Draft,603811023,6422,302,https://untappd.s3.amazonaws.com/photos/2018_05_27/7949b083f8ab49368cbc60be8a29720d_raw.jpg,3.57,3.57,,0,0
Cheshskoe Barnoe (Чешское Барное),Zavod Trehsosensky (Завод Трехсосенский),Lager - Pale,4.9,0,From a little shop in Baku. Worrying aroma. Tasted slightly off and it was fairly flat. Checked label...bottled almost a year ago. Oh dear,Bakı / Baku / Баку (Bakı),,Bakı,Azərbaycan,40.3848,49.8292,,09/06/2018 12:04,https://untappd.com/c/609119582,https://untappd.com/beer/205126,https://untappd.com/brewery/37085,Russia,Dimitrovgrad,Ульяновская область,,Bakı / Baku / Баку (Bakı),Bottle,609119582,205126,37085,https://untappd.s3.amazonaws.com/photos/2018_06_09/ddf383986d0f7069acf7d4bf80bf45af_raw.jpg,2.63,2.79,,0,0
March Of The Penguins,Williams Brothers Brewing Co.,Stout - Other,4.9,28,A bit boring.,High Halstow,,,United Kingdom,51.4487,0.560946,3,26/12/2018 09:51,https://untappd.com/c/692873637,https://untappd.com/beer/34067,https://untappd.com/brewery/1367,Scotland,Kelliebank,Clackmannanshire,"smooth,dark",,Bottle,692873637,34067,1367,https://untappd.s3.amazonaws.com/photos/2018_12_26/77c0edfd1d6c81a700733e439a44227d_raw.jpg,3.63,3.63,,1,0
Forty Niner,Ringwood Brewery,Golden Ale,4.9,0,Enjoyed this.,The John Barleycorn,,,United Kingdom,51.5215,-1.13859,3.75,29/03/2019 22:22,https://untappd.com/c/729647749,https://untappd.com/beer/9951,https://untappd.com/brewery/2495,England,Ringwood,Hampshire,"malty,rich,smooth",The John Barleycorn,Cask,729647749,9951,2495,https://untappd.s3.amazonaws.com/photos/2019_03_29/028feee512f41b671e0774379916ae66_raw.jpg,3.42,3.42,,0,0
Schinner Edel Weisse,Bürgerbräu Schinner,Hefeweizen,4.9,0,Went surprisingly well with olives and pickled garlic.,Hayes,Greater London,Greater London,United Kingdom,51.5003,-0.420305,3.5,25/06/2019 22:47,https://untappd.com/c/768309336,https://untappd.com/beer/219002,https://untappd.com/brewery/272759,Germany,95444 Bayreuth,,,,Bottle,768309336,219002,272759,https://untappd.s3.amazonaws.com/photos/2019_06_25/cbe4814b49ca7b216fe742ad0085de5d_raw.jpg,3.37,3.45,,0,0
Ripper,Laine Brew Co,IPA - Session / India Session Ale,4.9,34,,,,,,,,3.25,24/12/2019 16:02,https://untappd.com/c/845751180,https://untappd.com/beer/1785318,https://untappd.com/brewery/300577,England,Adversane,West Sussex,,The Aeronaut,Draft,845751180,1785318,300577,https://untappd.s3.amazonaws.com/photos/2019_12_24/3c09453417631e4ba34416e748fd859a_raw.jpg,3.45,3.47,,2,0
Mosaic Pale,Red Cat Brewing,Pale Ale - American,4.9,0,Significant bitterness that was well balanced by the sweet ciders I had with it!,,,,,,,,09/02/2020 18:48,https://untappd.com/c/864960568,https://untappd.com/beer/2460980,https://untappd.com/brewery/123456,England,Winchester,Hampshire,hoppy,The Wash House,Cask,864960568,2460980,123456,https://untappd.s3.amazonaws.com/photos/2020_02_09/8872eb58919673fd1353bae8025d3016_raw.jpg,3.6,3.62,,0,0
Captain Anders,Mondo Brewing Company ,Pale Ale - New England,4.9,0,,The Craft Beer Co.,Hammersmith,Greater London,United Kingdom,51.4916,-0.224078,,27/02/2020 01:16,https://untappd.com/c/871378235,https://untappd.com/beer/3531920,https://untappd.com/brewery/187680,England,London,Greater London,,The Craft Beer Co.,Draft,871378235,3531920,187680,https://untappd.s3.amazonaws.com/photos/2020_02_27/34a486ba569ad067cf4fe1c271fe69ef_raw.jpg,3.84,3.73,,0,0
